Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
55736,6,16/02/2018 01:47:20,4062203,5,3,935,376,935,0,187,418.1447118,376,0,125.3333333,217.0837012,322.7312864,1.969374746,580314.7143,1496824.555,3974343,4,4062203,1015550.75,1972728.427,3974350,21,66618,33309,46768.04251,66379,239,0,0,0,0,168,104,1.230859216,0.73851553,0,935,145.6666667,321.0591846,103079,0,0,0,0,1,0,0,0,0,163.875,187,125.3333333,0,0,0,0,0,0,5,935,3,376,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55912,6,16/02/2018 01:47:20,4102588,5,3,935,408,935,0,187,418.1447118,408,0,136,235.5589098,327.3543432,1.949988641,586084,1526709.968,4048209,7,4102588,1025647,2015093.054,4048217,19,33058,16529,22915.91656,32733,325,0,0,0,0,168,104,1.218742901,0.73124574,0,935,149.2222222,324.0917223,105035.4444,0,0,0,0,1,0,0,0,0,167.875,187,136,0,0,0,0,0,0,5,935,3,408,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55910,6,16/02/2018 01:47:20,4076804,5,3,935,314,935,0,187,418.1447118,314,0,104.6666667,181.2879845,306.3674388,1.962321466,582400.5714,1516645.632,4021674,7,4076804,1019201,2001716.819,4021681,53,38914,19457,27145.82933,38652,262,0,0,0,0,168,104,1.226450916,0.73587055,0,935,138.7777778,316.1264691,99935.94444,0,0,0,0,1,0,0,0,0,156.125,187,104.6666667,0,0,0,0,0,0,5,935,3,314,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55928,6,16/02/2018 01:47:20,4088716,5,3,935,344,935,0,187,418.1447118,344,0,114.6666667,198.6084926,312.8121396,1.956604469,584102.2857,1522533.079,4036765,7,4088716,1022179,2009771.463,4036772,31,31784,15892,22098.50113,31518,266,0,0,0,0,168,104,1.222877793,0.733726676,0,935,142.1111111,318.3553221,101350.1111,0,0,0,0,1,0,0,0,0,159.875,187,114.6666667,0,0,0,0,0,0,5,935,3,344,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55938,6,16/02/2018 01:47:20,4018445,5,3,935,343,935,0,187,418.1447118,343,0,114.3333333,198.0311423,318.0334682,1.990819832,574063.5714,1496223.093,3967053,5,4018445,1004611.25,1975014.577,3967061,27,33776,16888,23559.38374,33547,229,0,0,0,0,168,104,1.244262395,0.746557437,0,935,142,318.2762165,101299.75,0,0,0,0,1,0,0,0,0,159.75,187,114.3333333,0,0,0,0,0,0,5,935,3,343,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55926,6,16/02/2018 01:47:20,4083026,5,3,935,363,935,0,187,418.1447118,363,0,121,209.5781477,317.901478,1.959331143,583289.4286,1519975.309,4030104,5,4083026,1020756.5,2006308.57,4030109,34,40944,20472,28575.59924,40678,266,0,0,0,0,168,104,1.224581964,0.734749179,0,935,144.2222222,319.9206065,102349.1944,0,0,0,0,1,0,0,0,0,162.25,187,121,0,0,0,0,0,0,5,935,3,363,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55930,6,16/02/2018 01:47:20,4089221,5,3,935,333,935,0,187,418.1447118,333,0,111,192.2576396,310.0835098,1.956362838,584174.4286,1522559.035,4036856,4,4089221,1022305.25,2009775.314,4036864,32,39998,19999,27858.59297,39698,300,0,0,0,0,168,104,1.222726774,0.733636064,0,935,140.8888889,317.5033246,100808.3611,0,0,0,0,1,0,0,0,0,158.5,187,111,0,0,0,0,0,0,5,935,3,333,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55942,6,16/02/2018 01:47:20,4104278,5,3,935,351,935,0,187,418.1447118,351,0,117,202.6499445,313.3316018,1.949185703,586325.4286,1528622.476,4052788,5,4104278,1026069.5,2017865.825,4052793,21,34855,17427.5,24265.78341,34586,269,0,0,0,0,168,104,1.218241065,0.730944639,0,935,142.8888889,318.9182671,101708.8611,0,0,0,0,1,0,0,0,0,160.75,187,117,0,0,0,0,0,0,5,935,3,351,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55772,6,16/02/2018 01:47:20,4045195,5,3,935,347,935,0,187,418.1447118,347,0,115.6666667,200.3405434,316.9192091,1.977654971,577885,1491771.494,3960518,5,4045195,1011298.75,1966311.296,3960525,36,61044,30522,42755.91863,60755,289,0,0,0,0,168,104,1.236034357,0.741620614,0,935,142.4444444,318.5946135,101502.5278,0,0,0,0,1,0,0,0,0,160.25,187,115.6666667,0,0,0,0,0,0,5,935,3,347,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55944,6,16/02/2018 01:47:20,4062274,5,3,935,400,935,0,187,418.1447118,400,0,133.3333333,230.9401077,328.6336668,1.969340325,580324.8571,1512575.784,4010385,4,4062274,1015568.5,1996606.281,4010392,63,36886,18443,25697.67464,36614,272,0,0,0,0,168,104,1.230837703,0.738502622,0,935,148.3333333,323.3032632,104525,0,0,0,0,1,0,0,0,0,166.875,187,133.3333333,0,0,0,0,0,0,5,935,3,400,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55940,6,16/02/2018 01:47:20,4058918,5,3,935,373,935,0,187,418.1447118,373,0,124.3333333,215.3516504,322.253369,1.970968618,579845.4286,1510763.078,4005810,7,4058918,1014729.5,1994103.346,4005817,55,32503,16251.5,22616.8104,32244,259,0,0,0,0,168,104,1.231855386,0.739113232,0,935,145.3333333,320.791599,102907.25,0,0,0,0,1,0,0,0,0,163.5,187,124.3333333,0,0,0,0,0,0,5,935,3,373,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55862,6,16/02/2018 01:47:20,4053484,5,3,935,371,935,0,187,418.1447118,371,0,123.6666667,214.1969499,322.1919712,1.973610849,579069.1429,1501458.41,3983833,3,4053484,1013371,1980395.465,3983839,33,44443,22221.5,31065.32222,44188,255,0,0,0,0,168,104,1.233506781,0.740104069,0,935,145.1111111,320.6148174,102793.8611,0,0,0,0,1,0,0,0,0,163.25,187,123.6666667,0,0,0,0,0,0,5,935,3,371,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55902,6,16/02/2018 01:47:20,4048173,5,3,935,358,935,0,187,418.1447118,358,0,119.3333333,206.6913964,319.4033457,1.976200128,578310.4286,1503677.6,3988128,8,4048173,1012043.25,1984149.133,3988136,41,44847,22423.5,31281.69689,44543,304,0,0,0,0,168,104,1.23512508,0.741075048,0,935,143.6666667,319.4972613,102078.5,0,0,0,0,1,0,0,0,0,161.625,187,119.3333333,0,0,0,0,0,0,5,935,3,358,219,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:20,4093905,4,5,345,935,345,0,86.25,172.5,935,0,187,418.1447118,312.6599176,2.198390046,511738.125,1426220.962,4041327,5,4073186,1357728.667,2324124.244,4041335,232,4093897,1023474.25,2011949.624,4041334,46,0,0,0,0,136,168,0.977062243,1.221327803,0,935,128,303.5731653,92156.66667,0,0,0,0,1,1,0,0,1,142.2222222,86.25,187,0,0,0,0,0,0,4,345,5,935,225,237,1,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55666,6,16/02/2018 01:47:20,4118794,5,3,935,371,935,0,187,418.1447118,371,0,123.6666667,214.1969499,317.0831073,1.942316125,588399.1429,1510600.092,4013513,7,4118794,1029698.5,1989599.561,4013520,30,89728,44864,49173.61978,79635,10093,0,0,0,0,168,104,1.213947578,0.728368547,0,935,145.1111111,320.6148174,102793.8611,0,0,0,0,1,0,0,0,0,163.25,187,123.6666667,0,0,0,0,0,0,5,935,3,371,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55880,6,16/02/2018 01:47:20,4078609,5,3,935,372,935,0,187,418.1447118,372,0,124,214.7743001,320.4523895,1.961453035,582658.4286,1511827.031,4010891,8,4078609,1019652.25,1994282.907,4010899,42,51936,25968,36318.4185,51649,287,0,0,0,0,168,104,1.225908147,0.735544888,0,935,145.2222222,320.7030471,102850.4444,0,0,0,0,1,0,0,0,0,163.375,187,124,0,0,0,0,0,0,5,935,3,372,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55634,6,16/02/2018 01:47:20,4092429,5,3,935,359,935,0,187,418.1447118,359,0,119.6666667,207.2687466,316.1936346,1.954829271,584632.7143,1497879.331,3981026,9,4092429,1023107.25,1972276.475,3981041,35,85094,42547,39305.23754,70340,14754,0,0,0,0,168,104,1.221768295,0.733060977,0,935,143.7777778,319.5812799,102132.1944,0,0,0,0,1,0,0,0,0,161.75,187,119.6666667,0,0,0,0,0,0,5,935,3,359,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55854,6,16/02/2018 01:47:20,4083116,5,3,935,409,935,0,187,418.1447118,409,0,136.3333333,236.1362601,329.1603765,1.959287956,583302.2857,1511214.504,4010094,6,4083116,1020779,1993023.501,4010100,22,56757,28378.5,39728.7945,56471,286,0,0,0,0,168,104,1.224554972,0.734732983,0,935,149.3333333,324.1916871,105100.25,0,0,0,0,1,0,0,0,0,168,187,136.3333333,0,0,0,0,0,0,5,935,3,409,237,211,1,32,0,0,0,0,0,0,0,0,Benign
54940,6,16/02/2018 01:47:24,17998,1,3,0,0,0,0,0,0,0,0,0,0,0,222.2469163,5999.333333,6196.2405,13097,1669,0,0,0,0,0,4901,2450.5,1105.207899,3232,1669,0,0,0,0,32,108,55.56172908,166.6851872,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,237,225,0,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,4679,2,0,0,0,0,0,0,0,0,0,0,0,0,427.4417611,4679,0,4679,4679,4679,4679,0,4679,4679,0,0,0,0,0,0,0,0,0,64,0,427.4417611,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,5210,2,0,0,0,0,0,0,0,0,0,0,0,0,383.8771593,5210,0,5210,5210,5210,5210,0,5210,5210,0,0,0,0,0,0,0,0,0,64,0,383.8771593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55956,6,16/02/2018 01:47:20,4066097,5,3,935,391,935,0,187,418.1447118,391,0,130.3333333,225.7439553,326.1112561,1.967488724,580871,1531551.491,4054097,4,4066097,1016524.25,2025055.134,4054103,32,8034,4017,5239.661249,7722,312,0,0,0,0,168,104,1.229680453,0.737808272,0,935,147.3333333,322.4403046,103967.75,0,0,0,0,1,0,0,0,0,165.75,187,130.3333333,0,0,0,0,0,0,5,935,3,391,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,10906,2,0,0,0,0,0,0,0,0,0,0,0,0,183.3852925,10906,0,10906,10906,10906,10906,0,10906,10906,0,0,0,0,0,0,0,0,0,64,0,183.3852925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
54934,6,16/02/2018 01:47:19,4164112,5,3,935,380,935,0,187,418.1447118,380,0,126.6666667,219.3931023,315.7936194,1.921177913,594873.1429,1496213.439,3986615,7,4164112,1041028,1964197.766,3986622,29,77012,38506,53776.88492,76532,480,0,0,0,0,168,104,1.200736195,0.720441717,0,935,146.1111111,321.4204585,103311.1111,0,0,0,0,1,0,0,0,0,164.375,187,126.6666667,0,0,0,0,0,0,5,935,3,380,219,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,8440,2,0,0,0,0,0,0,0,0,0,0,0,0,236.9668246,8440,0,8440,8440,8440,8440,0,8440,8440,0,0,0,0,0,0,0,0,0,64,0,236.9668246,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,25957,2,0,0,0,0,0,0,0,0,0,0,0,0,77.05050661,25957,0,25957,25957,25957,25957,0,25957,25957,0,0,0,0,0,0,0,0,0,64,0,77.05050661,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
54940,6,16/02/2018 01:47:19,4289760,5,3,935,349,935,0,187,418.1447118,349,0,116.3333333,201.4952439,299.3174443,1.864906195,612822.8571,1543790.621,4112451,4,4289760,1072440,2027165.079,4112459,48,70237,35118.5,49262.00812,69952,285,0,0,0,0,168,104,1.165566372,0.699339823,0,935,142.6666667,318.7557843,101605.25,0,0,0,0,1,0,0,0,0,160.5,187,116.3333333,0,0,0,0,0,0,5,935,3,349,219,211,1,32,0,0,0,0,0,0,0,0,Benign
55960,6,16/02/2018 01:47:20,4028804,5,3,935,363,935,0,187,418.1447118,363,0,121,209.5781477,322.1799819,1.985700967,575543.4286,1517250.588,4016330,6,4028804,1007201,2006098.179,4016336,24,12256,6128,8120.414275,11870,386,0,0,0,0,168,104,1.241063105,0.744637863,0,935,144.2222222,319.9206065,102349.1944,0,0,0,0,1,0,0,0,0,162.25,187,121,0,0,0,0,0,0,5,935,3,363,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,57743,3,0,0,0,0,0,0,0,0,0,0,0,0,51.95434944,28871.5,20897.1267,43648,14095,57743,28871.5,20897.1267,43648,14095,0,0,0,0,0,0,0,0,0,96,0,51.95434944,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55958,6,16/02/2018 01:47:20,4042047,5,3,935,320,935,0,187,418.1447118,320,0,106.6666667,184.7520861,310.4862462,1.979195195,577435.2857,1521973.026,4028930,5,4042047,1010511.75,2012291.428,4028936,23,12686,6343,8622.46009,12440,246,0,0,0,0,168,104,1.236996997,0.742198198,0,935,139.4444444,316.5482235,100202.7778,0,0,0,0,1,0,0,0,0,156.875,187,106.6666667,0,0,0,0,0,0,5,935,3,320,219,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,41181,2,0,0,0,0,0,0,0,0,0,0,0,0,48.5660863,41181,0,41181,41181,41181,41181,0,41181,41181,0,0,0,0,0,0,0,0,0,64,0,48.5660863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55966,6,16/02/2018 01:47:20,4053891,5,3,935,319,935,0,187,418.1447118,319,0,106.3333333,184.1747359,309.3324414,1.973412704,579127.2857,1526885.546,4041766,4,4053891,1013472.75,2018872.914,4041772,38,11414,5707,7598.569471,11080,334,0,0,0,0,168,104,1.23338294,0.740029764,0,935,139.3333333,316.4770924,100157.75,0,0,0,0,1,0,0,0,0,156.75,187,106.3333333,0,0,0,0,0,0,5,935,3,319,237,211,1,32,0,0,0,0,0,0,0,0,Benign
55968,6,16/02/2018 01:47:20,4041902,5,3,935,324,935,0,187,418.1447118,324,0,108,187.0614872,311.4870177,1.979266197,577414.5714,1522382.44,4029845,5,4041902,1010475.5,2012921.051,4029851,27,9552,4776,6356.889963,9271,281,0,0,0,0,168,104,1.237041373,0.742224824,0,935,139.8888889,316.836095,100385.1111,0,0,0,0,1,0,0,0,0,157.375,187,108,0,0,0,0,0,0,5,935,3,324,237,211,1,32,0,0,0,0,0,0,0,0,Benign
54958,6,16/02/2018 01:47:19,4206207,5,3,935,379,935,0,187,418.1447118,379,0,126.3333333,218.815752,312.395467,1.901951093,600886.7143,1512461.331,4029488,7,4206207,1051551.75,1985761.091,4029495,33,75149,37574.5,52763.60091,74884,265,0,0,0,0,168,104,1.188719433,0.71323166,0,935,146,321.3296594,103252.75,0,0,0,0,1,0,0,0,0,164.25,187,126.3333333,0,0,0,0,0,0,5,935,3,379,219,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,7914,2,0,0,0,0,0,0,0,0,0,0,0,0,252.7167046,7914,0,7914,7914,7914,7914,0,7914,7914,0,0,0,0,0,0,0,0,0,64,0,252.7167046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
54938,6,16/02/2018 01:47:19,4300679,5,3,935,321,935,0,187,418.1447118,321,0,107,185.3294364,292.046907,1.860171382,614382.7143,1547062.838,4121421,7,4300679,1075169.75,2031329.903,4121438,35,72956,36478,51184.63146,72671,285,0,0,0,0,168,104,1.162607114,0.697564268,0,935,139.5555556,316.6196895,100248.0278,0,0,0,0,1,0,0,0,0,157,187,107,0,0,0,0,0,0,5,935,3,321,219,211,1,32,0,0,0,0,0,0,0,0,Benign
54946,6,16/02/2018 01:47:19,4209714,5,3,935,353,935,0,187,418.1447118,353,0,117.6666667,203.804645,305.9590271,1.900366628,601387.7143,1512967.272,4031125,6,4209714,1052428.5,1986267.182,4031133,22,78793,39396.5,55348.7833,78534,259,0,0,0,0,168,104,1.187729143,0.712637486,0,935,143.1111111,319.0820602,101813.3611,0,0,0,0,1,0,0,0,0,161,187,117.6666667,0,0,0,0,0,0,5,935,3,353,237,211,1,32,0,0,0,0,0,0,0,0,Benign
54954,6,16/02/2018 01:47:19,4216984,5,3,935,411,935,0,187,418.1447118,411,0,137,237.2909606,319.1854653,1.897090432,602426.2857,1516034.808,4039183,6,4216984,1054246,1990389.737,4039190,2016,78310,39155,54967.65274,78023,287,0,0,0,0,168,104,1.18568152,0.711408912,0,935,149.5555556,324.392552,105230.5278,0,0,0,0,1,0,0,0,0,168.25,187,137,0,0,0,0,0,0,5,935,3,411,219,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,41042,2,0,0,0,0,0,0,0,0,0,0,0,0,48.73056869,41042,0,41042,41042,41042,41042,0,41042,41042,0,0,0,0,0,0,0,0,0,64,0,48.73056869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
80,6,16/02/2018 01:47:24,58613,3,0,0,0,0,0,0,0,0,0,0,0,0,51.18318462,29306.5,18468.92202,42366,16247,58613,29306.5,18468.92202,42366,16247,0,0,0,0,0,0,0,0,0,96,0,51.18318462,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55972,6,16/02/2018 01:47:20,4007407,5,3,935,358,935,0,187,418.1447118,358,0,119.3333333,206.6913964,322.6525282,1.996303345,572486.7143,1509159.751,3994933,5,4007407,1001851.75,1995394.444,3994940,22,5320,2660,3402.597831,5066,254,0,0,0,0,168,104,1.247689591,0.748613754,0,935,143.6666667,319.4972613,102078.5,0,0,0,0,1,0,0,0,0,161.625,187,119.3333333,0,0,0,0,0,0,5,935,3,358,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,59999,3,0,0,0,0,0,0,0,0,0,0,0,0,50.00083335,29999.5,19521.09691,43803,16196,59999,29999.5,19521.09691,43803,16196,0,0,0,0,0,0,0,0,0,96,0,50.00083335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55974,6,16/02/2018 01:47:20,4007361,5,3,935,326,935,0,187,418.1447118,326,0,108.6666667,188.2161878,314.6709268,1.996326261,572480.1429,1509139.859,3994881,4,4007361,1001840.25,1995367.648,3994888,37,4765,2382.5,2973.384015,4485,280,0,0,0,0,168,104,1.247703913,0.748622348,0,935,140.1111111,316.9820359,100477.6111,0,0,0,0,1,0,0,0,0,157.625,187,108.6666667,0,0,0,0,0,0,5,935,3,326,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,60415,3,0,0,0,0,0,0,0,0,0,0,0,0,49.65654225,30207.5,19406.54561,43930,16485,60415,30207.5,19406.54561,43930,16485,0,0,0,0,0,0,0,0,0,96,0,49.65654225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55976,6,16/02/2018 01:47:20,4007282,5,3,935,339,935,0,187,418.1447118,339,0,113,195.7217413,317.9212244,1.996365616,572468.8571,1509088.262,3994752,3,4007282,1001820.5,1995295.907,3994760,24,4136,2068,2520.128568,3850,286,0,0,0,0,168,104,1.24772851,0.748637106,0,935,141.5555556,317.9630918,101100.5278,0,0,0,0,1,0,0,0,0,159.25,187,113,0,0,0,0,0,0,5,935,3,339,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,40608,2,0,0,0,0,0,0,0,0,0,0,0,0,49.25137904,40608,0,40608,40608,40608,40608,0,40608,40608,0,0,0,0,0,0,0,0,0,64,0,49.25137904,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55978,6,16/02/2018 01:47:20,4007140,5,3,935,346,935,0,187,418.1447118,346,0,115.3333333,199.7631931,319.6793723,1.996436361,572448.5714,1509064.158,3994677,4,4007140,1001785,1995268.298,3994683,39,3963,1981.5,2378.000105,3663,300,0,0,0,0,168,104,1.247772726,0.748663635,0,935,142.3333333,318.5145209,101451.5,0,0,0,0,1,0,0,0,0,160.125,187,115.3333333,0,0,0,0,0,0,5,935,3,346,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,41316,2,0,0,0,0,0,0,0,0,0,0,0,0,48.40739665,41316,0,41316,41316,41316,41316,0,41316,41316,0,0,0,0,0,0,0,0,0,64,0,48.40739665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55980,6,16/02/2018 01:47:20,4007162,5,3,935,301,935,0,187,418.1447118,301,0,100.3333333,173.782431,308.4477243,1.9964254,572451.7143,1509082.272,3994722,4,4007162,1001790.5,1995295.598,3994730,43,7912,3956,5229.761754,7654,258,0,0,0,0,168,104,1.247765875,0.748659525,0,935,137.3333333,315.2542625,99385.25,0,0,0,0,1,0,0,0,0,154.5,187,100.3333333,0,0,0,0,0,0,5,935,3,301,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,40289,2,0,0,0,0,0,0,0,0,0,0,0,0,49.64134131,40289,0,40289,40289,40289,40289,0,40289,40289,0,0,0,0,0,0,0,0,0,64,0,49.64134131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55984,6,16/02/2018 01:47:20,4007146,5,3,935,361,935,0,187,418.1447118,361,0,120.3333333,208.4234472,323.4222062,1.996433372,572449.4286,1509261.142,3995124,5,4007146,1001786.5,1995567.1,3995132,24,3053,1526.5,1805.243612,2803,250,0,0,0,0,168,104,1.247770857,0.748662514,0,935,144,319.7502932,102240.25,0,0,0,0,1,0,0,0,0,162,187,120.3333333,0,0,0,0,0,0,5,935,3,361,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,39417,2,0,0,0,0,0,0,0,0,0,0,0,0,50.73952863,39417,0,39417,39417,39417,39417,0,39417,39417,0,0,0,0,0,0,0,0,0,64,0,50.73952863,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55986,6,16/02/2018 01:47:20,4007036,5,3,935,353,935,0,187,418.1447118,353,0,117.6666667,203.804645,321.4345965,1.996488177,572433.7143,1509190.367,3994947,4,4007036,1001759,1995467.241,3994954,50,2624,1312,1530.179074,2394,230,0,0,0,0,168,104,1.247805111,0.748683066,0,935,143.1111111,319.0820602,101813.3611,0,0,0,0,1,0,0,0,0,161,187,117.6666667,0,0,0,0,0,0,5,935,3,353,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,40495,2,0,0,0,0,0,0,0,0,0,0,0,0,49.38881343,40495,0,40495,40495,40495,40495,0,40495,40495,0,0,0,0,0,0,0,0,0,64,0,49.38881343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
55970,6,16/02/2018 01:47:20,4042761,5,3,935,371,935,0,187,418.1447118,371,0,123.6666667,214.1969499,323.0465516,1.978845645,577537.2857,1521418.663,4027770,7,4042761,1010690.25,2011402.361,4027777,20,14480,7240,9872.624879,14221,259,0,0,0,0,168,104,1.236778528,0.742067117,0,935,145.1111111,320.6148174,102793.8611,0,0,0,0,1,0,0,0,0,163.25,187,123.6666667,0,0,0,0,0,0,5,935,3,371,237,211,1,32,0,0,0,0,0,0,0,0,Benign
80,6,16/02/2018 01:47:24,42745,2,0,0,0,0,0,0,0,0,0,0,0,0,46.78909814,42745,0,42745,42745,42745,42745,0,42745,42745,0,0,0,0,0,0,0,0,0,64,0,46.78909814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,DoS attacks-Hulk
